district,month,year,implant_women_old,implant_women_new,injection2_women_old,injection2_women_new,injection3_women_old,injection3_women_new,pill_women_old,pill_women_new,iud_women_old,iud_women_new,iud_number_dispensed,implant_number_dispensed,injection2_number_dispensed,injection3_number_dispensed,pill_number_dispensed,iud_number_received,implant_number_received,injection2_number_received,injection3_number_received,pill_number_received,iud_stock_end,implant_stock_end,injection2_stock_end,injection3_stock_end,pill_stock_end
GUEYO,3,2019,16.0,30.0,1.0,3.0,116,42,6.0,1.0,,,,27.0,1.0,131.0,36.0,,49.0,10.0,179.0,73.0,,49.0,,104.0,52.0
GUEYO,4,2019,91.0,23.0,2.0,,105,35,3.0,,,,,18.0,2.0,120.0,24.0,5.0,29.0,9.0,105.0,74.0,,47.0,,79.0,70.0
GUEYO,5,2019,91.0,18.0,3.0,,106,41,6.0,3.0,,,,16.0,3.0,93.0,51.0,5.0,30.0,,115.0,56.0,,35.0,,89.0,41.0
GUEYO,6,2019,95.0,41.0,2.0,2.0,121,34,5.0,9.0,,,,31.0,4.0,90.0,34.0,5.0,76.0,10.0,105.0,86.0,,3.0,,57.0,79.0
GUIGLO,1,2019,8.0,64.0,13.0,9.0,285,79,31.0,5.0,,,1.0,70.0,17.0,356.0,56.0,21.0,307.0,50.0,496.0,214.0,,348.0,,369.0,287.0
GUIGLO,2,2019,25.0,76.0,15.0,5.0,254,85,28.0,4.0,5.0,1.0,1.0,71.0,11.0,353.0,94.0,19.0,266.0,,478.0,149.0,,295.0,,309.0,169.0
GUIGLO,3,2019,5.0,93.0,18.0,9.0,256,80,22.0,1.0,5.0,1.0,1.0,61.0,11.0,279.0,71.0,10.0,188.0,110.0,360.0,213.0,,211.0,,285.0,245.0
GUIGLO,4,2019,15.0,62.0,12.0,2.0,238,83,34.0,14.0,,,,66.0,14.0,328.0,117.0,12.0,218.0,99.0,644.0,180.0,,255.0,,419.0,137.0
GUIGLO,5,2019,9.0,47.0,8.0,6.0,268,105,21.0,,,,1.0,44.0,14.0,350.0,31.0,9.0,223.0,85.0,652.0,209.0,,280.0,,398.0,246.0
GUIGLO,6,2019,3.0,59.0,19.0,2.0,283,120,21.0,3.0,1.0,1.0,2.0,71.0,21.0,398.0,92.0,20.0,245.0,71.0,767.0,126.0,,254.0,,443.0,101.0
GUITRY,1,2019,130.0,14.0,6.0,1.0,250,62,17.0,16.0,,,,14.0,5.0,163.0,45.0,,50.0,20.0,138.0,41.0,,40.0,,20.0,27.0
GUITRY,2,2019,140.0,27.0,66.0,9.0,171,51,22.0,9.0,,,,20.0,7.0,167.0,25.0,,64.0,23.0,229.0,71.0,,47.0,,78.0,49.0
GUITRY,3,2019,124.0,20.0,7.0,3.0,205,46,24.0,7.0,,,,20.0,10.0,188.0,32.0,,42.0,23.0,197.0,59.0,,36.0,,74.0,41.0
GUITRY,4,2019,77.0,14.0,5.0,4.0,222,44,23.0,4.0,,,,14.0,9.0,190.0,39.0,,35.0,18.0,186.0,62.0,,35.0,,58.0,53.0
GUITRY,5,2019,73.0,15.0,5.0,4.0,174,44,20.0,9.0,,,,16.0,9.0,180.0,34.0,,35.0,16.0,215.0,55.0,,39.0,,105.0,20.0
GUITRY,6,2019,160.0,31.0,,,154,56,19.0,9.0,,,4.0,27.0,,168.0,37.0,,33.0,,164.0,89.0,,23.0,,70.0,65.0
ISSIA,1,2019,2437.0,209.0,16.0,4.0,1327,237,454.0,18.0,371.0,2.0,2.0,88.0,11.0,223.0,65.0,15.0,98.0,55.0,178.0,123.0,,16.0,,38.0,59.0
ISSIA,2,2019,2535.0,212.0,14.0,,1237,221,342.0,25.0,385.0,2.0,2.0,66.0,12.0,58.0,80.0,16.0,85.0,44.0,61.0,214.0,,19.0,,3.0,134.0
ISSIA,3,2019,520.0,331.0,20.0,6.0,1262,249,426.0,28.0,395.0,10.0,9.0,72.0,23.0,41.0,36.0,17.0,135.0,24.0,68.0,79.0,,63.0,,27.0,43.0
ISSIA,4,2019,2749.0,187.0,14.0,,1371,166,463.0,18.0,408.0,4.0,4.0,82.0,6.0,173.0,675.0,11.0,90.0,101.0,175.0,1145.0,,51.0,,68.0,495.0
ISSIA,5,2019,2843.0,142.0,24.0,4.0,1322,143,472.0,16.0,413.0,2.0,165.0,96.0,28.0,517.0,660.0,12.0,183.0,90.0,451.0,1450.0,,94.0,,254.0,832.0
ISSIA,6,2019,2883.0,462.0,20.0,,1341,205,486.0,38.0,425.0,,,194.0,16.0,315.0,851.0,11.0,301.0,73.0,551.0,1055.0,,43.0,,604.0,389.0
JACQUEVILLE,1,2019,17.0,,18.0,4.0,271,51,40.0,9.0,,,,,20.0,195.0,92.0,,,26.0,211.0,103.0,,,,27.0,68.0
JACQUEVILLE,2,2019,18.0,1.0,28.0,1.0,126,37,28.0,1.0,,,,,,77.0,36.0,,,,133.0,88.0,,,,72.0,52.0
JACQUEVILLE,3,2019,20.0,5.0,10.0,8.0,157,41,35.0,4.0,,,,,10.0,61.0,14.0,,,60.0,109.0,37.0,,,,21.0,23.0
JACQUEVILLE,4,2019,30.0,7.0,97.0,16.0,215,43,36.0,7.0,,,,7.0,106.0,96.0,13.0,,10.0,131.0,139.0,305.0,,3.0,,43.0,292.0
JACQUEVILLE,5,2019,27.0,6.0,24.0,6.0,200,28,40.0,11.0,,,,5.0,17.0,88.0,82.0,,10.0,65.0,122.0,296.0,,5.0,,48.0,214.0
JACQUEVILLE,6,2019,27.0,18.0,35.0,3.0,229,90,44.0,4.0,,2.0,,14.0,38.0,113.0,25.0,,10.0,57.0,106.0,238.0,,3.0,,13.0,213.0
KANI,1,2019,35.0,27.0,,,78,31,,,,,,12.0,,21.0,,,20.0,,5.0,,,40.0,,33.0,
KANI,2,2019,37.0,27.0,,,62,40,,,,,,13.0,,27.0,,,34.0,,50.0,,,13.0,,22.0,
KANI,3,2019,,7.0,28.0,3.0,36,51,,,,,,13.0,,25.0,,,15.0,,,6.0,,16.0,,63.0,6.0
KANI,4,2019,33.0,36.0,,,97,37,,,,,,18.0,,33.0,,,15.0,,,6.0,,41.0,,35.0,6.0
KANI,5,2019,42.0,40.0,,,65,25,,,,,,13.0,,45.0,,,10.0,,50.0,5.0,,18.0,,41.0,
KANI,6,2019,41.0,14.0,,,92,21,,,,,,8.0,,43.0,,,10.0,,74.0,10.0,,20.0,,34.0,10.0
KANIASSO,1,2019,161.0,26.0,,,78,18,,,,,,,,,,,,,,,,,,,
KANIASSO,2,2019,154.0,29.0,,,67,29,,,,,,,,,,,,,,,,,,,
KANIASSO,3,2019,57.0,27.0,,,55,25,,,,,,2.0,,2.0,,,4.0,,24.0,,,2.0,,22.0,
KANIASSO,4,2019,222.0,38.0,,,83,25,1.0,,,1.0,,6.0,,11.0,,,7.0,,33.0,,,1.0,,22.0,
KANIASSO,5,2019,175.0,24.0,3.0,,76,25,,,11.0,1.0,,,,,,,,,,,,,,,
KANIASSO,6,2019,177.0,47.0,,,88,21,,,,,,4.0,,8.0,,,13.0,,21.0,,,11.0,,15.0,
KATIOLA,1,2019,148.0,71.0,7.0,,285,85,17.0,6.0,,1.0,,109.0,7.0,327.0,2.0,,118.0,7.0,213.0,18.0,,96.0,,130.0,15.0
KATIOLA,2,2019,,91.0,,,283,76,17.0,6.0,,,,101.0,,283.0,44.0,,208.0,,274.0,55.0,,197.0,,223.0,29.0
KATIOLA,3,2019,,98.0,,1.0,246,224,19.0,7.0,,2.0,9.0,84.0,1.0,311.0,25.0,2.0,100.0,45.0,265.0,39.0,,141.0,,119.0,14.0
KATIOLA,4,2019,227.0,76.0,2.0,1.0,349,95,14.0,5.0,,,2.0,87.0,3.0,383.0,46.0,,100.0,19.0,325.0,44.0,,110.0,,107.0,6.0
KATIOLA,5,2019,1.0,82.0,9.0,4.0,282,82,13.0,6.0,,1.0,14.0,63.0,13.0,180.0,62.0,10.0,130.0,36.0,210.0,36.0,,105.0,,121.0,5.0
KATIOLA,6,2019,,92.0,3.0,2.0,332,98,15.0,5.0,,,,89.0,21.0,326.0,75.0,,173.0,94.0,500.0,90.0,,39.0,,254.0,20.0
KONG,1,2019,28.0,30.0,37.0,7.0,103,23,,1.0,,,,,,,,,,,,,,,,,
KONG,2,2019,9.0,15.0,32.0,,110,42,,,,,,,,,,,,,,,,,,,
KONG,3,2019,13.0,17.0,33.0,,118,40,,,,,,,,,,,,,,,,,,,
KONG,4,2019,13.0,18.0,32.0,1.0,150,37,,,,,,,,,,,,,,,,,,,
KONG,5,2019,16.0,135.0,33.0,6.0,125,67,,3.0,2.0,,,,,,,,,,,,,,,,
KONG,6,2019,30.0,16.0,30.0,3.0,101,21,,,,,,,,,,,,,,,,,,,
KORHOGO 1,1,2019,15.0,169.0,82.0,31.0,1350,530,26.0,158.0,17.0,2.0,2.0,145.0,113.0,1214.0,76.0,32.0,333.0,214.0,3608.0,494.0,,270.0,,2626.0,534.0
KORHOGO 1,2,2019,1.0,214.0,43.0,5.0,1133,459,544.0,199.0,,16.0,16.0,220.0,48.0,1473.0,757.0,85.0,400.0,90.0,2401.0,1477.0,,233.0,,1062.0,763.0
KORHOGO 1,3,2019,,241.0,41.0,10.0,1336,569,15.0,9.0,,13.0,13.0,226.0,48.0,1903.0,189.0,54.0,378.0,198.0,2292.0,782.0,,234.0,,667.0,675.0
KORHOGO 1,4,2019,36.0,230.0,55.0,26.0,848,1061,58.0,176.0,12.0,1.0,13.0,269.0,94.0,1835.0,261.0,60.0,488.0,317.0,2683.0,796.0,,237.0,,926.0,613.0
KORHOGO 1,5,2019,1.0,467.0,69.0,14.0,1332,539,314.0,163.0,,7.0,7.0,323.0,187.0,1637.0,522.0,97.0,549.0,717.0,2354.0,818.0,,282.0,,956.0,464.0
KORHOGO 1,6,2019,13.0,213.0,357.0,133.0,1084,376,145.0,82.0,,15.0,12.0,226.0,487.0,1437.0,277.0,85.0,403.0,755.0,2181.0,841.0,,230.0,,983.0,650.0
KORHOGO 2,1,2019,,26.0,2.0,4.0,197,60,1.0,,,,,26.0,7.0,258.0,2.0,2.0,93.0,23.0,413.0,44.0,,69.0,,180.0,38.0
KORHOGO 2,2,2019,9.0,27.0,3.0,6.0,176,54,1.0,,,1.0,,29.0,9.0,232.0,1.0,2.0,106.0,24.0,397.0,23.0,,93.0,,216.0,22.0
KORHOGO 2,3,2019,5.0,34.0,,,195,70,1.0,,,,,42.0,,265.0,1.0,2.0,102.0,15.0,354.0,7.0,,71.0,,113.0,9.0
KORHOGO 2,4,2019,3.0,29.0,,4.0,183,53,1.0,,,,,33.0,4.0,238.0,1.0,2.0,114.0,45.0,412.0,20.0,,81.0,,176.0,19.0
KORHOGO 2,5,2019,1.0,25.0,4.0,2.0,223,48,1.0,1.0,,,,30.0,8.0,271.0,2.0,2.0,79.0,49.0,447.0,16.0,,60.0,,199.0,14.0
KORHOGO 2,6,2019,11.0,25.0,8.0,7.0,196,47,2.0,,,,,26.0,15.0,233.0,2.0,2.0,94.0,50.0,385.0,14.0,,66.0,,127.0,12.0
KORO,1,2019,189.0,15.0,,,186,27,4.0,,,,,16.0,,66.0,,,48.0,,166.0,,,47.0,,222.0,1.0
KORO,2,2019,196.0,20.0,,,195,39,3.0,,,,,20.0,,56.0,18.0,,31.0,,127.0,40.0,,40.0,,236.0,23.0
KORO,3,2019,278.0,35.0,,,198,21,9.0,,,,,35.0,,65.0,9.0,,78.0,,200.0,13.0,,68.0,,296.0,14.0
KORO,4,2019,308.0,19.0,,,254,52,10.0,7.0,,,,15.0,,70.0,8.0,,64.0,,107.0,390.0,,72.0,,115.0,338.0
KORO,5,2019,323.0,28.0,,,217,60,15.0,24.0,,,,25.0,,89.0,29.0,,41.0,,155.0,142.0,,65.0,,141.0,63.0
KORO,6,2019,347.0,16.0,,,305,49,20.0,14.0,,,,15.0,,70.0,10.0,,52.0,,242.0,142.0,,48.0,,235.0,151.0
KOUASSI KOUASSIKRO,1,2019,15.0,,2.0,,31,8,3.0,2.0,,,,,,27.0,2.0,,9.0,,60.0,5.0,,9.0,,32.0,3.0
KOUASSI KOUASSIKRO,2,2019,15.0,,2.0,,29,15,3.0,5.0,,,,,,27.0,1.0,,9.0,,38.0,5.0,,9.0,,28.0,4.0
KOUASSI KOUASSIKRO,3,2019,15.0,1.0,,,20,18,5.0,2.0,,,,1.0,,38.0,7.0,,9.0,,43.0,10.0,,12.0,,11.0,3.0
KOUASSI KOUASSIKRO,4,2019,16.0,,,,31,13,6.0,2.0,,,,5.0,,44.0,8.0,,9.0,10.0,60.0,12.0,,8.0,,19.0,10.0
KOUASSI KOUASSIKRO,5,2019,16.0,2.0,,,20,9,6.0,3.0,,,,2.0,,29.0,8.0,,9.0,,65.0,10.0,,11.0,,38.0,9.0
KOUASSI KOUASSIKRO,6,2019,16.0,3.0,,,30,7,8.0,5.0,,,,3.0,,25.0,4.0,,1.0,6.0,32.0,,,9.0,,29.0,5.0
KOUIBLY,1,2019,1124.0,73.0,180.0,6.0,1599,80,164.0,56.0,,,,33.0,3.0,182.0,207.0,,20.0,10.0,209.0,79.0,,70.0,,149.0,561.0
KOUIBLY,2,2019,1323.0,66.0,78.0,2.0,1643,74,211.0,36.0,,,,36.0,1.0,190.0,195.0,,109.0,,250.0,68.0,,120.0,,176.0,249.0
KOUIBLY,3,2019,1171.0,70.0,67.0,9.0,1543,96,109.0,17.0,5.0,,,52.0,6.0,154.0,168.0,,52.0,12.0,200.0,346.0,,100.0,,195.0,261.0
KOUIBLY,4,2019,1050.0,71.0,69.0,4.0,1629,86,140.0,17.0,5.0,,,44.0,4.0,164.0,403.0,,57.0,7.0,272.0,957.0,,86.0,,224.0,465.0
KOUIBLY,5,2019,1267.0,72.0,57.0,2.0,1933,79,138.0,24.0,,,,44.0,10.0,194.0,158.0,,45.0,5.0,209.0,34.0,,120.0,,188.0,329.0
KOUIBLY,6,2019,1291.0,58.0,48.0,3.0,1882,63,240.0,11.0,7.0,,,53.0,2.0,162.0,171.0,,72.0,,200.0,34.0,,67.0,,161.0,137.0
KOUMASSI,1,2019,24.0,81.0,2.0,,1007,100,485.0,19.0,4.0,10.0,13.0,95.0,2.0,1045.0,1441.0,93.0,285.0,2.0,1650.0,2894.0,,194.0,,732.0,1479.0
KOUMASSI,2,2019,15.0,53.0,,,820,97,591.0,11.0,,9.0,9.0,70.0,1.0,726.0,1947.0,85.0,347.0,50.0,525.0,5189.0,,313.0,,1320.0,3347.0
KOUMASSI,3,2019,41.0,82.0,11.0,23.0,948,86,377.0,23.0,5.0,10.0,15.0,123.0,4.0,917.0,1093.0,90.0,230.0,170.0,2510.0,3070.0,,145.0,,1622.0,2009.0
KOUMASSI,4,2019,25.0,68.0,64.0,33.0,1070,144,726.0,28.0,2.0,11.0,14.0,98.0,1.0,1092.0,2257.0,142.0,446.0,20.0,3150.0,9035.0,,396.0,,340.0,7168.0
KOUMASSI,5,2019,53.0,63.0,141.0,15.0,560,35,332.0,9.0,3.0,6.0,6.0,107.0,111.0,543.0,999.0,75.0,202.0,1183.0,1264.0,3523.0,,145.0,,841.0,2723.0
KOUMASSI,6,2019,25.0,64.0,241.0,24.0,757,82,306.0,11.0,5.0,7.0,7.0,73.0,215.0,617.0,956.0,60.0,160.0,1096.0,1195.0,2930.0,,109.0,,515.0,2096.0
KOUN-FAO,1,2019,2.0,2.0,95.0,7.0,424,70,86.0,14.0,1.0,,,2.0,5.0,246.0,92.0,,32.0,95.0,317.0,240.0,,45.0,,160.0,254.0
KOUN-FAO,2,2019,3.0,7.0,51.0,7.0,403,107,101.0,19.0,1.0,,,7.0,8.0,303.0,126.0,,7.0,10.0,377.0,221.0,,32.0,,208.0,321.0
KOUN-FAO,3,2019,2.0,9.0,47.0,5.0,398,81,84.0,20.0,1.0,2.0,,11.0,5.0,240.0,116.0,,25.0,30.0,258.0,232.0,,31.0,,140.0,321.0
KOUN-FAO,4,2019,2.0,8.0,50.0,4.0,407,79,78.0,7.0,1.0,,7.0,7.0,8.0,252.0,47.0,7.0,26.0,25.0,320.0,70.0,,22.0,,152.0,280.0
KOUN-FAO,5,2019,5.0,8.0,60.0,16.0,449,72,98.0,13.0,3.0,,,8.0,29.0,262.0,131.0,3.0,37.0,160.0,360.0,233.0,,43.0,,159.0,332.0
KOUN-FAO,6,2019,5.0,8.0,100.0,22.0,365,62,81.0,5.0,2.0,,1.0,8.0,70.0,211.0,66.0,,19.0,196.0,322.0,230.0,,33.0,,204.0,311.0
KOUNAHIRI,1,2019,35.0,4.0,,,62,22,,,,,,4.0,,53.0,,,16.0,,49.0,2.0,,19.0,,27.0,2.0
KOUNAHIRI,2,2019,35.0,12.0,3.0,1.0,61,22,,,,,,12.0,4.0,65.0,,,18.0,5.0,48.0,,,30.0,,28.0,11.0
KOUNAHIRI,3,2019,4.0,24.0,,,65,42,,1.0,,,,24.0,8.0,82.0,1.0,,22.0,25.0,65.0,,,16.0,,35.0,3.0
KOUNAHIRI,4,2019,5.0,26.0,1.0,,69,42,,,,,,26.0,11.0,106.0,,,27.0,5.0,88.0,,,19.0,,25.0,3.0
KOUNAHIRI,5,2019,5.0,16.0,4.0,,75,36,2.0,1.0,,,,10.0,4.0,78.0,2.0,,3.0,5.0,80.0,4.0,,13.0,,32.0,8.0
KOUNAHIRI,6,2019,6.0,12.0,3.0,1.0,82,23,,,,,,17.0,4.0,79.0,1.0,,32.0,5.0,80.0,2.0,,19.0,,32.0,1.0
KOUTO,1,2019,,25.0,19.0,2.0,121,56,12.0,1.0,,,,24.0,2.0,157.0,5.0,,84.0,5.0,326.0,7.0,,65.0,,236.0,2.0
KOUTO,2,2019,,28.0,2.0,,129,74,9.0,3.0,,,,28.0,2.0,185.0,12.0,,67.0,10.0,264.0,2.0,,55.0,,205.0,
KOUTO,3,2019,,37.0,6.0,5.0,125,81,2.0,2.0,,,,36.0,7.0,172.0,3.0,,69.0,112.0,292.0,12.0,,42.0,,198.0,8.0
KOUTO,4,2019,,76.0,5.0,6.0,139,75,6.0,1.0,,,,76.0,11.0,192.0,7.0,,105.0,99.0,303.0,9.0,,49.0,,210.0,2.0
KOUTO,5,2019,,21.0,7.0,2.0,129,59,4.0,2.0,,,,16.0,6.0,133.0,4.0,,54.0,91.0,174.0,4.0,,42.0,,117.0,
KOUTO,6,2019,6.0,37.0,12.0,2.0,140,57,5.0,1.0,,,,33.0,14.0,139.0,3.0,,67.0,105.0,307.0,5.0,,43.0,,206.0,2.0
LAKOTA,1,2019,296.0,72.0,81.0,19.0,371,107,89.0,10.0,,1.0,,59.0,57.0,275.0,96.0,,103.0,108.0,183.0,276.0,,123.0,,161.0,340.0
LAKOTA,2,2019,267.0,71.0,56.0,17.0,363,133,82.0,10.0,6.0,5.0,,64.0,25.0,140.0,58.0,,72.0,40.0,272.0,251.0,,99.0,,310.0,324.0
LAKOTA,3,2019,271.0,58.0,73.0,11.0,377,105,101.0,9.0,,3.0,,61.0,33.0,249.0,115.0,,120.0,80.0,334.0,364.0,,152.0,,321.0,554.0
LAKOTA,4,2019,328.0,47.0,81.0,11.0,361,81,108.0,17.0,,2.0,,50.0,31.0,206.0,69.0,,92.0,75.0,362.0,322.0,,145.0,,330.0,536.0
LAKOTA,5,2019,280.0,63.0,86.0,14.0,390,73,133.0,11.0,2.0,,,59.0,41.0,223.0,156.0,,62.0,50.0,190.0,286.0,,84.0,,263.0,337.0
LAKOTA,6,2019,291.0,55.0,95.0,10.0,400,86,120.0,8.0,3.0,,4.0,21.0,35.0,116.0,126.0,25.0,36.0,39.0,155.0,241.0,,27.0,,164.0,300.0
M'BATTO,1,2019,10.0,18.0,4.0,,139,48,36.0,11.0,,,,18.0,2.0,120.0,57.0,,26.0,3.0,77.0,145.0,,18.0,,29.0,157.0
M'BATTO,2,2019,8.0,7.0,3.0,,147,47,26.0,6.0,,,,5.0,3.0,123.0,60.0,,18.0,1.0,109.0,74.0,,22.0,,41.0,119.0
M'BATTO,3,2019,1.0,13.0,2.0,,163,50,71.0,12.0,,,,10.0,2.0,131.0,103.0,,30.0,,97.0,70.0,,26.0,,49.0,62.0
M'BATTO,4,2019,8.0,15.0,4.0,,126,75,50.0,16.0,,,,10.0,,86.0,74.0,,11.0,,148.0,85.0,,6.0,,83.0,43.0
M'BATTO,5,2019,,9.0,1.0,50.0,164,46,40.0,14.0,,,,9.0,1.0,105.0,70.0,,19.0,15.0,78.0,175.0,,14.0,,62.0,130.0
M'BATTO,6,2019,1.0,11.0,,,164,51,52.0,12.0,,,,8.0,,171.0,107.0,,12.0,,222.0,83.0,,13.0,,116.0,71.0
M'BENGUE,1,2019,,18.0,5.0,2.0,144,83,2.0,1.0,,,,21.0,7.0,215.0,7.0,,68.0,15.0,377.0,101.0,,52.0,,181.0,92.0
M'BENGUE,2,2019,3.0,27.0,,1.0,171,74,,,,,,30.0,1.0,244.0,,,56.0,4.0,294.0,93.0,,42.0,,111.0,3.0
M'BENGUE,3,2019,,38.0,,,167,89,,10.0,,,,32.0,,264.0,13.0,,71.0,4.0,392.0,108.0,,52.0,,174.0,95.0
M'BENGUE,4,2019,,24.0,1.0,4.0,151,106,,7.0,,3.0,,27.0,7.0,257.0,7.0,,93.0,39.0,483.0,102.0,,73.0,,257.0,95.0
M'BENGUE,5,2019,,24.0,12.0,9.0,135,95,,3.0,,,,20.0,28.0,273.0,3.0,,96.0,59.0,403.0,130.0,,102.0,,234.0,127.0
M'BENGUE,6,2019,2.0,31.0,8.0,20.0,153,72,9.0,15.0,,,,31.0,28.0,227.0,24.0,,61.0,61.0,251.0,142.0,,65.0,,199.0,118.0
MADINANI,1,2019,311.0,13.0,1.0,,62,15,1.0,1.0,,,,15.0,,39.0,12.0,,36.0,,32.0,10.0,,82.0,,49.0,76.0
MADINANI,2,2019,413.0,12.0,1.0,,110,10,2.0,1.0,,,,16.0,,29.0,62.0,,14.0,,51.0,,,54.0,,51.0,2.0
MADINANI,3,2019,351.0,30.0,1.0,,144,14,,2.0,,,,22.0,,36.0,5.0,,15.0,100.0,64.0,3.0,,29.0,,61.0,
MADINANI,4,2019,448.0,21.0,1.0,2.0,180,23,1.0,1.0,,2.0,,20.0,1.0,22.0,90.0,,40.0,100.0,62.0,150.0,,52.0,,65.0,60.0
MADINANI,5,2019,223.0,14.0,1.0,,59,11,,,,,,8.0,,15.0,,,21.0,10.0,11.0,,,36.0,,29.0,
MADINANI,6,2019,324.0,11.0,,,73,14,3.0,,,,,8.0,11.0,42.0,30.0,,26.0,,32.0,,,43.0,,58.0,420.0
MAN,1,2019,78.0,149.0,51.0,21.0,436,239,40.0,10.0,,9.0,5.0,152.0,15.0,583.0,77.0,15.0,233.0,3.0,942.0,149.0,,156.0,,522.0,159.0
MAN,2,2019,28.0,114.0,,5.0,300,152,43.0,10.0,,4.0,4.0,137.0,3.0,469.0,52.0,9.0,188.0,,448.0,110.0,,152.0,,434.0,129.0
MAN,3,2019,91.0,81.0,33.0,5.0,457,117,57.0,7.0,,2.0,2.0,141.0,37.0,481.0,104.0,5.0,144.0,155.0,500.0,432.0,,96.0,,344.0,378.0
MAN,4,2019,165.0,87.0,16.0,4.0,390,158,117.0,13.0,,7.0,7.0,112.0,20.0,455.0,131.0,13.0,229.0,50.0,930.0,177.0,,178.0,,491.0,315.0
MAN,5,2019,157.0,60.0,60.0,17.0,374,123,76.0,7.0,1.0,6.0,3.0,77.0,71.0,503.0,145.0,6.0,148.0,150.0,802.0,203.0,,164.0,,630.0,250.0
MAN,6,2019,18.0,50.0,63.0,10.0,476,141,46.0,21.0,1.0,11.0,6.0,75.0,109.0,529.0,89.0,14.0,92.0,103.0,670.0,108.0,,278.0,,488.0,181.0
MANKONO,1,2019,324.0,69.0,1.0,1.0,112,82,,2.0,,,,82.0,6.0,147.0,5.0,,149.0,15.0,421.0,46.0,,193.0,,478.0,573.0
MANKONO,2,2019,234.0,70.0,10.0,9.0,107,90,2.0,4.0,,1.0,1.0,64.0,1.0,175.0,29.0,6.0,164.0,27.0,435.0,128.0,,154.0,,352.0,724.0
MANKONO,3,2019,130.0,85.0,,,158,89,,,,,,78.0,,208.0,,,162.0,15.0,414.0,28.0,,105.0,,284.0,553.0
MANKONO,4,2019,11.0,68.0,2.0,9.0,117,64,1.0,2.0,,,1.0,58.0,11.0,133.0,5.0,,130.0,25.0,364.0,25.0,,94.0,,265.0,549.0
MANKONO,5,2019,9.0,71.0,1.0,1.0,91,63,,,,,7.0,47.0,7.0,125.0,1.0,17.0,66.0,22.0,302.0,22.0,,43.0,,229.0,548.0
MANKONO,6,2019,152.0,63.0,4.0,1.0,113,73,,3.0,,,,47.0,5.0,110.0,13.0,5.0,125.0,46.0,403.0,556.0,,67.0,,279.0,541.0
MBAHIAKRO,1,2019,71.0,11.0,12.0,4.0,139,33,19.0,16.0,,,,11.0,16.0,113.0,87.0,5.0,37.0,18.0,246.0,137.0,,92.0,,250.0,543.0
MBAHIAKRO,2,2019,72.0,15.0,3.0,4.0,143,42,29.0,17.0,,,,13.0,6.0,129.0,155.0,,37.0,15.0,165.0,642.0,,91.0,,248.0,923.0
MBAHIAKRO,3,2019,8.0,6.0,4.0,1.0,161,48,37.0,19.0,,,,8.0,10.0,168.0,197.0,5.0,34.0,21.0,184.0,139.0,,87.0,,205.0,825.0
MBAHIAKRO,4,2019,46.0,13.0,10.0,3.0,156,60,26.0,11.0,,,,14.0,13.0,153.0,57.0,5.0,30.0,107.0,124.0,59.0,,81.0,,167.0,780.0
MBAHIAKRO,5,2019,60.0,18.0,8.0,4.0,201,51,41.0,14.0,,,,14.0,18.0,188.0,90.0,5.0,39.0,6.0,163.0,135.0,,78.0,,127.0,770.0
MBAHIAKRO,6,2019,3.0,7.0,30.0,9.0,54,12,20.0,4.0,,,3.0,11.0,39.0,131.0,137.0,8.0,26.0,84.0,89.0,71.0,,16.0,,89.0,717.0
MEAGUI,1,2019,94.0,132.0,7.0,1.0,365,155,18.0,6.0,18.0,24.0,8.0,108.0,7.0,575.0,47.0,46.0,282.0,9.0,597.0,108.0,,190.0,,226.0,95.0
MEAGUI,2,2019,100.0,145.0,1.0,,313,113,31.0,6.0,19.0,12.0,9.0,154.0,1.0,357.0,142.0,101.0,492.0,8.0,767.0,303.0,,405.0,,595.0,184.0
MEAGUI,3,2019,113.0,203.0,4.0,5.0,453,186,24.0,18.0,23.0,16.0,16.0,200.0,4.0,545.0,61.0,88.0,531.0,68.0,876.0,248.0,,421.0,,519.0,235.0
MEAGUI,4,2019,98.0,129.0,7.0,2.0,554,169,37.0,11.0,26.0,20.0,15.0,128.0,9.0,512.0,93.0,52.0,402.0,22.0,750.0,262.0,,395.0,,477.0,247.0
MEAGUI,5,2019,122.0,174.0,8.0,18.0,474,198,23.0,14.0,43.0,15.0,12.0,188.0,18.0,615.0,126.0,32.0,402.0,48.0,639.0,200.0,,399.0,,285.0,162.0
MEAGUI,6,2019,76.0,145.0,11.0,6.0,439,155,24.0,2.0,32.0,13.0,13.0,137.0,21.0,535.0,79.0,48.0,581.0,81.0,1091.0,163.0,,228.0,,408.0,189.0
MINIGNAN,1,2019,400.0,16.0,,,357,16,,,,,,3.0,,2.0,,,,,,,,4.0,,12.0,
MINIGNAN,2,2019,481.0,20.0,,,367,15,,,,,,8.0,,7.0,,,15.0,,10.0,,,7.0,,18.0,
MINIGNAN,3,2019,402.0,23.0,,,364,22,,,,,,4.0,,4.0,,,20.0,,,,,16.0,,,
MINIGNAN,4,2019,411.0,20.0,,,363,27,,,,,,1.0,,5.0,,,,,,,,3.0,,,
MINIGNAN,5,2019,412.0,17.0,,,358,21,,,,,,27.0,,37.0,,,50.0,,50.0,,,23.0,,13.0,
MINIGNAN,6,2019,415.0,19.0,,,340,14,,,,1.0,,7.0,,1.0,,,28.0,,14.0,,,28.0,,13.0,
