ID,prediction
2019 X 9 X C2006 X AS27139,0
2019 X 9 X C2006 X AS27137,0
2019 X 9 X C2006 X AS27138,0
2019 X 9 X C2006 X AS27133,0
2019 X 9 X C2017 X AS21126,0
2019 X 9 X C2017 X AS46000,0
2019 X 9 X C2017 X AS17005,0
2019 X 9 X C2017 X AS27132,0
2019 X 9 X C2017 X AS27000,0
2019 X 9 X C2017 X AS27137,0
2019 X 9 X C2017 X AS27138,0
2019 X 9 X C2017 X AS27133,0
2019 X 9 X C2194 X AS27132,0
2019 X 9 X C2194 X AS27000,0
2019 X 9 X C2194 X AS27137,0
2019 X 9 X C2194 X AS27138,0
2019 X 9 X C2194 X AS27133,0
2019 X 7 X C1087 X AS42018,0
2019 X 7 X C1087 X AS21126,0
2019 X 7 X C1087 X AS46000,0
2019 X 7 X C1087 X AS17005,0
2019 X 7 X C1087 X AS27134,0
2019 X 7 X C1087 X AS27132,0
2019 X 7 X C1087 X AS27000,0
2019 X 7 X C1087 X AS27139,0
2019 X 7 X C1087 X AS27137,0
2019 X 7 X C1087 X AS27138,0
2019 X 7 X C1087 X AS27133,0
2019 X 7 X C1090 X AS21126,0
2019 X 7 X C1090 X AS46000,0
2019 X 7 X C1090 X AS27134,0
2019 X 7 X C1090 X AS27132,0
2019 X 7 X C1090 X AS27000,0
2019 X 7 X C1090 X AS27139,0
2019 X 7 X C1090 X AS27137,0
2019 X 7 X C1090 X AS27138,0
2019 X 7 X C1090 X AS27133,0
2019 X 8 X C1090 X AS21126,0
2019 X 8 X C1090 X AS46000,0
2019 X 8 X C1090 X AS27134,0
2019 X 8 X C1090 X AS27132,0
2019 X 8 X C1090 X AS27000,0
2019 X 8 X C1090 X AS27139,0
2019 X 8 X C1090 X AS27137,0
2019 X 8 X C1090 X AS27138,0
2019 X 8 X C1090 X AS27133,0
2019 X 8 X C1087 X AS42018,0
2019 X 8 X C1087 X AS21126,0
2019 X 8 X C1087 X AS46000,0
2019 X 8 X C1087 X AS17005,0
2019 X 8 X C1087 X AS27134,0
2019 X 8 X C1087 X AS27132,0
2019 X 8 X C1087 X AS27000,0
2019 X 8 X C1087 X AS27139,0
2019 X 8 X C1087 X AS27137,0
2019 X 8 X C1087 X AS27138,0
2019 X 8 X C1087 X AS27133,0
2019 X 9 X C1090 X AS21126,0
2019 X 9 X C1090 X AS46000,0
2019 X 9 X C1090 X AS27134,0
2019 X 9 X C1090 X AS27132,0
2019 X 9 X C1090 X AS27000,0
2019 X 9 X C1090 X AS27139,0
2019 X 9 X C1090 X AS27137,0
2019 X 9 X C1090 X AS27138,0
2019 X 9 X C1090 X AS27133,0
2019 X 9 X C1087 X AS21126,0
2019 X 9 X C1087 X AS42018,0
2019 X 9 X C1087 X AS46000,0
2019 X 9 X C1087 X AS17005,0
2019 X 9 X C1087 X AS27134,0
2019 X 9 X C1087 X AS27132,0
2019 X 9 X C1087 X AS27000,0
2019 X 9 X C1087 X AS27139,0
2019 X 9 X C1087 X AS27137,0
2019 X 9 X C1087 X AS27138,0
2019 X 9 X C1087 X AS27133,0
2019 X 7 X C1091 X AS21126,0
2019 X 7 X C1091 X AS27132,0
2019 X 7 X C1091 X AS27000,0
2019 X 7 X C1091 X AS27137,0
2019 X 7 X C1091 X AS27138,0
2019 X 7 X C1091 X AS27133,0
2019 X 8 X C1091 X AS21126,0
2019 X 8 X C1091 X AS27132,0
2019 X 8 X C1091 X AS27000,0
2019 X 8 X C1091 X AS27137,0
2019 X 8 X C1091 X AS27138,0
2019 X 8 X C1091 X AS27133,0
2019 X 9 X C1091 X AS21126,0
2019 X 9 X C1091 X AS27000,0
2019 X 9 X C1091 X AS27137,0
2019 X 9 X C1091 X AS27138,0
2019 X 9 X C1091 X AS27133,0
2019 X 7 X C2131 X AS27000,0
2019 X 7 X C2131 X AS27139,0
2019 X 7 X C2131 X AS27137,0
2019 X 7 X C2131 X AS27138,0
2019 X 7 X C2131 X AS27133,0
2019 X 8 X C2131 X AS27000,0
2019 X 8 X C2131 X AS27139,0
2019 X 8 X C2131 X AS27137,0
2019 X 8 X C2131 X AS27138,0
2019 X 8 X C2131 X AS27133,0
2019 X 9 X C2131 X AS27000,0
2019 X 9 X C2131 X AS27139,0
2019 X 9 X C2131 X AS27137,0
2019 X 9 X C2131 X AS27138,0
2019 X 9 X C2131 X AS27133,0
2019 X 7 X C5002 X AS46000,0
2019 X 7 X C5002 X AS27132,0
2019 X 7 X C5002 X AS27000,0
2019 X 7 X C5002 X AS27137,0
2019 X 7 X C5002 X AS27138,0
2019 X 7 X C5002 X AS27133,0
2019 X 8 X C5002 X AS46000,0
2019 X 8 X C5002 X AS27132,0
2019 X 8 X C5002 X AS27000,0
2019 X 8 X C5002 X AS27137,0
2019 X 8 X C5002 X AS27138,0
2019 X 8 X C5002 X AS27133,0
2019 X 9 X C5002 X AS46000,0
2019 X 9 X C5002 X AS27132,0
2019 X 9 X C5002 X AS27000,0
2019 X 9 X C5002 X AS27137,0
2019 X 9 X C5002 X AS27138,0
2019 X 9 X C5002 X AS27133,0
2019 X 7 X C2061 X AS27132,0
2019 X 7 X C2061 X AS27000,0
2019 X 7 X C2061 X AS27138,0
2019 X 7 X C2061 X AS27133,0
2019 X 7 X C2056 X AS46000,0
2019 X 7 X C2056 X AS17005,0
2019 X 7 X C2056 X AS27134,0
2019 X 7 X C2056 X AS27132,0
2019 X 7 X C2056 X AS27000,0
2019 X 7 X C2056 X AS27137,0
2019 X 7 X C2056 X AS27138,0
2019 X 7 X C2056 X AS27133,0
2019 X 8 X C2061 X AS27132,0
2019 X 8 X C2061 X AS27000,0
2019 X 8 X C2061 X AS27138,0
2019 X 8 X C2061 X AS27133,0
2019 X 8 X C2056 X AS46000,0
2019 X 8 X C2056 X AS17005,0
2019 X 8 X C2056 X AS27134,0
2019 X 8 X C2056 X AS27132,0
2019 X 8 X C2056 X AS27000,0
2019 X 8 X C2056 X AS27137,0
2019 X 8 X C2056 X AS27138,0
2019 X 8 X C2056 X AS27133,0
2019 X 9 X C2061 X AS27132,0
2019 X 9 X C2061 X AS27000,0
2019 X 9 X C2061 X AS27138,0
2019 X 9 X C2061 X AS27133,0
2019 X 9 X C2056 X AS46000,0
2019 X 9 X C2056 X AS17005,0
2019 X 9 X C2056 X AS27134,0
2019 X 9 X C2056 X AS27132,0
2019 X 9 X C2056 X AS27000,0
2019 X 9 X C2056 X AS27137,0
2019 X 9 X C2056 X AS27138,0
2019 X 9 X C2056 X AS27133,0
2019 X 7 X C1092 X AS21126,0
2019 X 7 X C1092 X AS46000,0
2019 X 7 X C1092 X AS27134,0
2019 X 7 X C1092 X AS27132,0
2019 X 7 X C1092 X AS27000,0
2019 X 7 X C1092 X AS27139,0
2019 X 7 X C1092 X AS27137,0
2019 X 7 X C1092 X AS27133,0
2019 X 8 X C1092 X AS21126,0
2019 X 8 X C1092 X AS46000,0
2019 X 8 X C1092 X AS27134,0
2019 X 8 X C1092 X AS27132,0
2019 X 8 X C1092 X AS27000,0
2019 X 8 X C1092 X AS27139,0
2019 X 8 X C1092 X AS27137,0
2019 X 8 X C1092 X AS27133,0
2019 X 9 X C1092 X AS21126,0
2019 X 9 X C1092 X AS46000,0
2019 X 9 X C1092 X AS27134,0
2019 X 9 X C1092 X AS27132,0
2019 X 9 X C1092 X AS27000,0
2019 X 9 X C1092 X AS27139,0
2019 X 9 X C1092 X AS27137,0
2019 X 9 X C1092 X AS27133,0
2019 X 7 X C3013 X AS21126,0
2019 X 7 X C3013 X AS46000,0
2019 X 7 X C3013 X AS27134,0
2019 X 7 X C3013 X AS27132,0
2019 X 7 X C3013 X AS27000,0
2019 X 7 X C3013 X AS27137,0
2019 X 7 X C3013 X AS27138,0
2019 X 7 X C3013 X AS27133,0
2019 X 8 X C3013 X AS21126,0
2019 X 8 X C3013 X AS46000,0
2019 X 8 X C3013 X AS27134,0
2019 X 8 X C3013 X AS27132,0
2019 X 8 X C3013 X AS27000,0
2019 X 8 X C3013 X AS27137,0
2019 X 8 X C3013 X AS27138,0
2019 X 8 X C3013 X AS27133,0
2019 X 9 X C3013 X AS21126,0
2019 X 9 X C3013 X AS46000,0
2019 X 9 X C3013 X AS27134,0
2019 X 9 X C3013 X AS27132,0
2019 X 9 X C3013 X AS27000,0
2019 X 9 X C3013 X AS27137,0
2019 X 9 X C3013 X AS27138,0
2019 X 9 X C3013 X AS27133,0
2019 X 7 X C3021 X AS27133,0
2019 X 7 X C3016 X AS27134,0
2019 X 7 X C3016 X AS27132,0
2019 X 7 X C3016 X AS27000,0
2019 X 7 X C3016 X AS27137,0
2019 X 7 X C3016 X AS27133,0
2019 X 7 X C3018 X AS27134,0
2019 X 7 X C3018 X AS27132,0
2019 X 7 X C3018 X AS27000,0
2019 X 7 X C3018 X AS27137,0
2019 X 7 X C3018 X AS27133,0
2019 X 7 X C3043 X AS27134,0
2019 X 7 X C3043 X AS27137,0
2019 X 7 X C3043 X AS27138,0
2019 X 7 X C3043 X AS27133,0
2019 X 7 X C2127 X AS42018,0
2019 X 7 X C2127 X AS27134,0
2019 X 7 X C2127 X AS27132,0
2019 X 7 X C2127 X AS27000,0
2019 X 7 X C2127 X AS27139,0
2019 X 7 X C2127 X AS27137,0
2019 X 7 X C2127 X AS27138,0
2019 X 7 X C2127 X AS27133,0
2019 X 8 X C3021 X AS27133,0
2019 X 8 X C3043 X AS27134,0
2019 X 8 X C3043 X AS27137,0
2019 X 8 X C3043 X AS27138,0
2019 X 8 X C3043 X AS27133,0
2019 X 8 X C3018 X AS27134,0
2019 X 8 X C3018 X AS27132,0
2019 X 8 X C3018 X AS27000,0
2019 X 8 X C3018 X AS27137,0
2019 X 8 X C3018 X AS27133,0
2019 X 8 X C2127 X AS42018,0
2019 X 8 X C2127 X AS27134,0
2019 X 8 X C2127 X AS27132,0
2019 X 8 X C2127 X AS27000,0
2019 X 8 X C2127 X AS27139,0
2019 X 8 X C2127 X AS27137,0
2019 X 8 X C2127 X AS27138,0
2019 X 8 X C2127 X AS27133,0
2019 X 8 X C3016 X AS27134,0
2019 X 8 X C3016 X AS27132,0
2019 X 8 X C3016 X AS27000,0
2019 X 8 X C3016 X AS27137,0
2019 X 8 X C3016 X AS27133,0
2019 X 9 X C3016 X AS27134,0
2019 X 9 X C3016 X AS27132,0
2019 X 9 X C3016 X AS27000,0
2019 X 9 X C3016 X AS27137,0
2019 X 9 X C3016 X AS27133,0
2019 X 9 X C3043 X AS27134,0
2019 X 9 X C3043 X AS27137,0
2019 X 9 X C3043 X AS27138,0
2019 X 9 X C3043 X AS27133,0
2019 X 9 X C3018 X AS27134,0
2019 X 9 X C3018 X AS27132,0
2019 X 9 X C3018 X AS27000,0
2019 X 9 X C3018 X AS27137,0
2019 X 9 X C3018 X AS27133,0
2019 X 9 X C2127 X AS42018,0
2019 X 9 X C2127 X AS27134,0
2019 X 9 X C2127 X AS27132,0
2019 X 9 X C2127 X AS27000,0
2019 X 9 X C2127 X AS27139,0
2019 X 9 X C2127 X AS27137,0
2019 X 9 X C2127 X AS27138,0
2019 X 9 X C2127 X AS27133,0
2019 X 9 X C3021 X AS27133,0
2019 X 7 X C5020 X AS46000,0
2019 X 7 X C5020 X AS27134,0
2019 X 7 X C5020 X AS27000,0
2019 X 7 X C5020 X AS27137,0
2019 X 7 X C5020 X AS27138,0
2019 X 7 X C5020 X AS27133,0
2019 X 8 X C5020 X AS46000,0
2019 X 8 X C5020 X AS27134,0
2019 X 8 X C5020 X AS27000,0
2019 X 8 X C5020 X AS27137,0
2019 X 8 X C5020 X AS27138,0
2019 X 8 X C5020 X AS27133,0
2019 X 9 X C5020 X AS46000,0
2019 X 9 X C5020 X AS27134,0
2019 X 9 X C5020 X AS27000,0
2019 X 9 X C5020 X AS27137,0
2019 X 9 X C5020 X AS27138,0
2019 X 9 X C5020 X AS27133,0
2019 X 7 X C1027 X AS42018,0
2019 X 7 X C1027 X AS21126,0
2019 X 7 X C1027 X AS46000,0
2019 X 7 X C1027 X AS17005,0
2019 X 7 X C1027 X AS27134,0
2019 X 7 X C1027 X AS27132,0
2019 X 7 X C1027 X AS27000,0
2019 X 7 X C1027 X AS27137,0
2019 X 7 X C1027 X AS27138,0
2019 X 7 X C1027 X AS27133,0
2019 X 7 X C1015 X AS42018,0
2019 X 7 X C1015 X AS21126,0
2019 X 7 X C1015 X AS46000,0
2019 X 7 X C1015 X AS17005,0
2019 X 7 X C1015 X AS27134,0
2019 X 7 X C1015 X AS27132,0
2019 X 7 X C1015 X AS27000,0
2019 X 7 X C1015 X AS27139,0
2019 X 7 X C1015 X AS27137,0
2019 X 7 X C1015 X AS27138,0
2019 X 7 X C1015 X AS27133,0
2019 X 7 X C1030 X AS42018,0
2019 X 7 X C1030 X AS21126,0
2019 X 7 X C1030 X AS46000,0
2019 X 7 X C1030 X AS17005,0
2019 X 7 X C1030 X AS27134,0
2019 X 7 X C1030 X AS27132,0
2019 X 7 X C1030 X AS27000,0
2019 X 7 X C1030 X AS27139,0
2019 X 7 X C1030 X AS27137,0
2019 X 7 X C1030 X AS27138,0
2019 X 7 X C1030 X AS27133,0
2019 X 7 X C1035 X AS46000,0
2019 X 7 X C1035 X AS27134,0
2019 X 7 X C1035 X AS27132,0
2019 X 7 X C1035 X AS27000,0
2019 X 7 X C1035 X AS27137,0
2019 X 7 X C1035 X AS27138,0
2019 X 7 X C1035 X AS27133,0
2019 X 7 X C1058 X AS21126,0
2019 X 7 X C1058 X AS27000,0
2019 X 7 X C1058 X AS27137,0
2019 X 7 X C1094 X AS27000,0
2019 X 7 X C1094 X AS27137,0
2019 X 7 X C1094 X AS27138,0
2019 X 7 X C1024 X AS46000,0
2019 X 7 X C1024 X AS17005,0
2019 X 7 X C1024 X AS27134,0
2019 X 7 X C1024 X AS27132,0
2019 X 7 X C1024 X AS27000,0
2019 X 7 X C1024 X AS27137,0
2019 X 7 X C1024 X AS27138,0
2019 X 7 X C1024 X AS27133,0
2019 X 7 X C1101 X AS27134,0
2019 X 7 X C1101 X AS27132,0
2019 X 7 X C1101 X AS27000,0
2019 X 7 X C1101 X AS27137,0
2019 X 7 X C1101 X AS27133,0
2019 X 7 X C1069 X AS42018,0
2019 X 7 X C1069 X AS27134,0
2019 X 7 X C1069 X AS27132,0
2019 X 7 X C1069 X AS27000,0
2019 X 7 X C1069 X AS27137,0
2019 X 7 X C1069 X AS27138,0
2019 X 7 X C1069 X AS27133,0
2019 X 8 X C1035 X AS46000,0
2019 X 8 X C1035 X AS27134,0
2019 X 8 X C1035 X AS27132,0
2019 X 8 X C1035 X AS27000,0
2019 X 8 X C1035 X AS27137,0
2019 X 8 X C1035 X AS27138,0
2019 X 8 X C1035 X AS27133,0
2019 X 8 X C1027 X AS42018,0
2019 X 8 X C1027 X AS21126,0
2019 X 8 X C1027 X AS46000,0
2019 X 8 X C1027 X AS17005,0
2019 X 8 X C1027 X AS27134,0
2019 X 8 X C1027 X AS27132,0
2019 X 8 X C1027 X AS27000,0
2019 X 8 X C1027 X AS27137,0
2019 X 8 X C1027 X AS27138,0
2019 X 8 X C1027 X AS27133,0
2019 X 8 X C1015 X AS42018,0
2019 X 8 X C1015 X AS21126,0
2019 X 8 X C1015 X AS46000,0
2019 X 8 X C1015 X AS17005,0
2019 X 8 X C1015 X AS27134,0
2019 X 8 X C1015 X AS27132,0
2019 X 8 X C1015 X AS27000,0
2019 X 8 X C1015 X AS27139,0
2019 X 8 X C1015 X AS27137,0
2019 X 8 X C1015 X AS27138,0
2019 X 8 X C1015 X AS27133,0
2019 X 8 X C1069 X AS42018,0
2019 X 8 X C1069 X AS27134,0
2019 X 8 X C1069 X AS27132,0
2019 X 8 X C1069 X AS27000,0
2019 X 8 X C1069 X AS27137,0
2019 X 8 X C1069 X AS27138,0
2019 X 8 X C1069 X AS27133,0
2019 X 8 X C1024 X AS46000,0
2019 X 8 X C1024 X AS17005,0
2019 X 8 X C1024 X AS27134,0
2019 X 8 X C1024 X AS27132,0
2019 X 8 X C1024 X AS27000,0
2019 X 8 X C1024 X AS27137,0
2019 X 8 X C1024 X AS27138,0
2019 X 8 X C1024 X AS27133,0
2019 X 8 X C1101 X AS27134,0
2019 X 8 X C1101 X AS27132,0
2019 X 8 X C1101 X AS27000,0
2019 X 8 X C1101 X AS27137,0
2019 X 8 X C1101 X AS27133,0
2019 X 8 X C1030 X AS42018,0
2019 X 8 X C1030 X AS21126,0
2019 X 8 X C1030 X AS46000,0
2019 X 8 X C1030 X AS17005,0
2019 X 8 X C1030 X AS27134,0
2019 X 8 X C1030 X AS27132,0
2019 X 8 X C1030 X AS27000,0
2019 X 8 X C1030 X AS27139,0
2019 X 8 X C1030 X AS27137,0
2019 X 8 X C1030 X AS27138,0
2019 X 8 X C1030 X AS27133,0
2019 X 8 X C1058 X AS21126,0
2019 X 8 X C1058 X AS27000,0
2019 X 8 X C1058 X AS27137,0
2019 X 8 X C1094 X AS27000,0
2019 X 8 X C1094 X AS27137,0
2019 X 8 X C1094 X AS27138,0
2019 X 9 X C1101 X AS27134,0
2019 X 9 X C1101 X AS27132,0
2019 X 9 X C1101 X AS27000,0
2019 X 9 X C1101 X AS27137,0
2019 X 9 X C1101 X AS27138,0
2019 X 9 X C1101 X AS27133,0
2019 X 9 X C1027 X AS42018,0
2019 X 9 X C1027 X AS21126,0
2019 X 9 X C1027 X AS46000,0
2019 X 9 X C1027 X AS17005,0
2019 X 9 X C1027 X AS27134,0
2019 X 9 X C1027 X AS27132,0
2019 X 9 X C1027 X AS27000,0
2019 X 9 X C1027 X AS27137,0
2019 X 9 X C1027 X AS27138,0
2019 X 9 X C1027 X AS27133,0
2019 X 9 X C1069 X AS42018,0
2019 X 9 X C1069 X AS27134,0
2019 X 9 X C1069 X AS27132,0
2019 X 9 X C1069 X AS27000,0
2019 X 9 X C1069 X AS27137,0
2019 X 9 X C1069 X AS27138,0
2019 X 9 X C1069 X AS27133,0
2019 X 9 X C1030 X AS42018,0
2019 X 9 X C1030 X AS21126,0
2019 X 9 X C1030 X AS46000,0
2019 X 9 X C1030 X AS17005,0
2019 X 9 X C1030 X AS27134,0
2019 X 9 X C1030 X AS27132,0
2019 X 9 X C1030 X AS27000,0
2019 X 9 X C1030 X AS27139,0
2019 X 9 X C1030 X AS27137,0
2019 X 9 X C1030 X AS27138,0
2019 X 9 X C1030 X AS27133,0
2019 X 9 X C1035 X AS46000,0
2019 X 9 X C1035 X AS27134,0
2019 X 9 X C1035 X AS27132,0
2019 X 9 X C1035 X AS27000,0
2019 X 9 X C1035 X AS27137,0
2019 X 9 X C1035 X AS27138,0
2019 X 9 X C1035 X AS27133,0
2019 X 9 X C1058 X AS21126,0
2019 X 9 X C1058 X AS27000,0
2019 X 9 X C1058 X AS27137,0
2019 X 9 X C1094 X AS27000,0
2019 X 9 X C1094 X AS27137,0
2019 X 9 X C1094 X AS27138,0
2019 X 9 X C1024 X AS46000,0
2019 X 9 X C1024 X AS17005,0
2019 X 9 X C1024 X AS27134,0
2019 X 9 X C1024 X AS27132,0
2019 X 9 X C1024 X AS27000,0
2019 X 9 X C1024 X AS27137,0
2019 X 9 X C1024 X AS27138,0
2019 X 9 X C1024 X AS27133,0
2019 X 9 X C1015 X AS42018,0
2019 X 9 X C1015 X AS21126,0
2019 X 9 X C1015 X AS46000,0
2019 X 9 X C1015 X AS17005,0
2019 X 9 X C1015 X AS27134,0
2019 X 9 X C1015 X AS27132,0
2019 X 9 X C1015 X AS27000,0
2019 X 9 X C1015 X AS27139,0
2019 X 9 X C1015 X AS27137,0
2019 X 9 X C1015 X AS27138,0
2019 X 9 X C1015 X AS27133,0
2019 X 7 X C2059 X AS27000,0
2019 X 7 X C2059 X AS27137,0
2019 X 7 X C2059 X AS27138,0
2019 X 7 X C2059 X AS27133,0
2019 X 8 X C2059 X AS27000,0
2019 X 8 X C2059 X AS27137,0
2019 X 8 X C2059 X AS27138,0
2019 X 8 X C2059 X AS27133,0
2019 X 9 X C2059 X AS27000,0
2019 X 9 X C2059 X AS27137,0
2019 X 9 X C2059 X AS27138,0
2019 X 9 X C2059 X AS27133,0
2019 X 7 X C5001 X AS27134,0
2019 X 7 X C5001 X AS27000,0
2019 X 7 X C5001 X AS27139,0
2019 X 7 X C5001 X AS27137,0
2019 X 7 X C5001 X AS27138,0
2019 X 7 X C5001 X AS27133,0
2019 X 8 X C5001 X AS27134,0
2019 X 8 X C5001 X AS27000,0
2019 X 8 X C5001 X AS27139,0
2019 X 8 X C5001 X AS27137,0
2019 X 8 X C5001 X AS27138,0
2019 X 8 X C5001 X AS27133,0
2019 X 9 X C5001 X AS27134,0
2019 X 9 X C5001 X AS27000,0
2019 X 9 X C5001 X AS27137,0
2019 X 9 X C5001 X AS27138,0
2019 X 9 X C5001 X AS27133,0
2019 X 7 X C3017 X AS46000,0
2019 X 7 X C3017 X AS27134,0
2019 X 7 X C3017 X AS27132,0
2019 X 7 X C3017 X AS27000,0
2019 X 7 X C3017 X AS27137,0
2019 X 7 X C3017 X AS27138,0
2019 X 7 X C3017 X AS27133,0
2019 X 8 X C3017 X AS46000,0
2019 X 8 X C3017 X AS27134,0
2019 X 8 X C3017 X AS27132,0
2019 X 8 X C3017 X AS27000,0
2019 X 8 X C3017 X AS27137,0
2019 X 8 X C3017 X AS27138,0
2019 X 8 X C3017 X AS27133,0
2019 X 9 X C3017 X AS46000,0
2019 X 9 X C3017 X AS27134,0
2019 X 9 X C3017 X AS27132,0
2019 X 9 X C3017 X AS27000,0
2019 X 9 X C3017 X AS27137,0
2019 X 9 X C3017 X AS27138,0
2019 X 9 X C3017 X AS27133,0
2019 X 7 X C4022 X AS21126,0
2019 X 7 X C4022 X AS27134,0
2019 X 7 X C4022 X AS27132,0
2019 X 7 X C4022 X AS27000,0
2019 X 7 X C4022 X AS27139,0
2019 X 7 X C4022 X AS27137,0
2019 X 7 X C4022 X AS27138,0
2019 X 7 X C4022 X AS27133,0
2019 X 8 X C4022 X AS21126,0
2019 X 8 X C4022 X AS27134,0
2019 X 8 X C4022 X AS27132,0
2019 X 8 X C4022 X AS27000,0
2019 X 8 X C4022 X AS27139,0
2019 X 8 X C4022 X AS27137,0
2019 X 8 X C4022 X AS27138,0
2019 X 8 X C4022 X AS27133,0
2019 X 9 X C4022 X AS21126,0
2019 X 9 X C4022 X AS27134,0
2019 X 9 X C4022 X AS27132,0
2019 X 9 X C4022 X AS27000,0
2019 X 9 X C4022 X AS27139,0
2019 X 9 X C4022 X AS27137,0
2019 X 9 X C4022 X AS27138,0
2019 X 9 X C4022 X AS27133,0
2019 X 7 X C5066 X AS27139,0
2019 X 7 X C5066 X AS27137,0
2019 X 7 X C5066 X AS27138,0
2019 X 7 X C5066 X AS27133,0
2019 X 8 X C5066 X AS27139,0
2019 X 8 X C5066 X AS27137,0
2019 X 8 X C5066 X AS27138,0
2019 X 8 X C5066 X AS27133,0
2019 X 9 X C5066 X AS27000,0
2019 X 9 X C5066 X AS27137,0
2019 X 9 X C5066 X AS27138,0
2019 X 9 X C5066 X AS27133,0
2019 X 7 X C4003 X AS21126,0
2019 X 7 X C4003 X AS27137,0
2019 X 7 X C4003 X AS27138,0
2019 X 7 X C4003 X AS27133,0
2019 X 8 X C4003 X AS21126,0
2019 X 8 X C4003 X AS27137,0
2019 X 8 X C4003 X AS27138,0
2019 X 8 X C4003 X AS27133,0
2019 X 9 X C4003 X AS27137,0
2019 X 9 X C4003 X AS27138,0
2019 X 9 X C4003 X AS27133,0
2019 X 7 X C3019 X AS27134,0
2019 X 7 X C3019 X AS27000,0
2019 X 7 X C3019 X AS27137,0
2019 X 7 X C3019 X AS27138,0
2019 X 7 X C3019 X AS27133,0
2019 X 7 X C3022 X AS27000,0
2019 X 7 X C3022 X AS27137,0
2019 X 7 X C3022 X AS27138,0
2019 X 7 X C3022 X AS27133,0
2019 X 8 X C3019 X AS27134,0
2019 X 8 X C3019 X AS27000,0
2019 X 8 X C3019 X AS27137,0
2019 X 8 X C3019 X AS27138,0
2019 X 8 X C3019 X AS27133,0
2019 X 8 X C3022 X AS27000,0
2019 X 8 X C3022 X AS27137,0
2019 X 8 X C3022 X AS27138,0
2019 X 8 X C3022 X AS27133,0
2019 X 9 X C3019 X AS27134,0
2019 X 9 X C3019 X AS27000,0
2019 X 9 X C3019 X AS27137,0
2019 X 9 X C3019 X AS27138,0
2019 X 9 X C3019 X AS27133,0
2019 X 9 X C3022 X AS27000,0
2019 X 9 X C3022 X AS27137,0
2019 X 9 X C3022 X AS27138,0
2019 X 9 X C3022 X AS27133,0
2019 X 7 X C5003 X AS27000,0
2019 X 7 X C5003 X AS27137,0
2019 X 7 X C5003 X AS27138,0
2019 X 7 X C5003 X AS27133,0
2019 X 7 X C5063 X AS46000,0
2019 X 7 X C5063 X AS17005,0
2019 X 7 X C5063 X AS27134,0
2019 X 7 X C5063 X AS27000,0
2019 X 7 X C5063 X AS27137,0
2019 X 7 X C5063 X AS27138,0
2019 X 7 X C5063 X AS27133,0
2019 X 8 X C5063 X AS46000,0
2019 X 8 X C5063 X AS17005,0
2019 X 8 X C5063 X AS27134,0
2019 X 8 X C5063 X AS27000,0
2019 X 8 X C5063 X AS27137,0
2019 X 8 X C5063 X AS27138,0
2019 X 8 X C5063 X AS27133,0
2019 X 8 X C5003 X AS27000,0
2019 X 8 X C5003 X AS27137,0
2019 X 8 X C5003 X AS27138,0
2019 X 8 X C5003 X AS27133,0
2019 X 9 X C5003 X AS27000,0
2019 X 9 X C5003 X AS27137,0
2019 X 9 X C5003 X AS27138,0
2019 X 9 X C5003 X AS27133,0
2019 X 9 X C5063 X AS46000,0
2019 X 9 X C5063 X AS17005,0
2019 X 9 X C5063 X AS27134,0
2019 X 9 X C5063 X AS27000,0
2019 X 9 X C5063 X AS27137,0
2019 X 9 X C5063 X AS27138,0
2019 X 9 X C5063 X AS27133,0
2019 X 7 X C3020 X AS42018,0
2019 X 7 X C3020 X AS27134,0
2019 X 7 X C3020 X AS27132,0
2019 X 7 X C3020 X AS27000,0
2019 X 7 X C3020 X AS27139,0
2019 X 7 X C3020 X AS27137,0
2019 X 7 X C3020 X AS27138,0
2019 X 7 X C3020 X AS27133,0
2019 X 7 X C3001 X AS21126,0
2019 X 7 X C3001 X AS27134,0
2019 X 7 X C3001 X AS27132,0
2019 X 7 X C3001 X AS27000,0
2019 X 7 X C3001 X AS27139,0
2019 X 7 X C3001 X AS27137,0
2019 X 7 X C3001 X AS27138,0
2019 X 7 X C3001 X AS27133,0
2019 X 8 X C3001 X AS21126,0
2019 X 8 X C3001 X AS27134,0
2019 X 8 X C3001 X AS27132,0
2019 X 8 X C3001 X AS27000,0
2019 X 8 X C3001 X AS27139,0
2019 X 8 X C3001 X AS27137,0
2019 X 8 X C3001 X AS27138,0
2019 X 8 X C3001 X AS27133,0
2019 X 8 X C3020 X AS42018,0
2019 X 8 X C3020 X AS27134,0
2019 X 8 X C3020 X AS27132,0
2019 X 8 X C3020 X AS27000,0
2019 X 8 X C3020 X AS27139,0
2019 X 8 X C3020 X AS27137,0
2019 X 8 X C3020 X AS27138,0
2019 X 8 X C3020 X AS27133,0
2019 X 9 X C3020 X AS21126,0
2019 X 9 X C3020 X AS42018,0
2019 X 9 X C3020 X AS27134,0
2019 X 9 X C3020 X AS27132,0
2019 X 9 X C3020 X AS27000,0
2019 X 9 X C3020 X AS27139,0
2019 X 9 X C3020 X AS27137,0
2019 X 9 X C3020 X AS27138,0
2019 X 9 X C3020 X AS27133,0
2019 X 9 X C3001 X AS21126,0
2019 X 9 X C3001 X AS27134,0
2019 X 9 X C3001 X AS27132,0
2019 X 9 X C3001 X AS27000,0
2019 X 9 X C3001 X AS27139,0
2019 X 9 X C3001 X AS27137,0
2019 X 9 X C3001 X AS27138,0
