calendar,calendar,site_code,product_code,stock_distributed
2018-09-01,2018-09-01,C1745,AS27138,1.0
2016-01-01,2016-01-01,C1745,AS46000,1.0
2016-02-01,2016-02-01,C1745,AS46000,1.0
2016-03-01,2016-03-01,C1745,AS46000,1.0
2016-04-01,2016-04-01,C1745,AS46000,1.0
2016-05-01,2016-05-01,C1745,AS46000,1.0
2016-06-01,2016-06-01,C1745,AS46000,1.0
2016-07-01,2016-07-01,C1745,AS46000,1.0
2016-08-01,2016-08-01,C1745,AS46000,1.0
2016-09-01,2016-09-01,C1745,AS46000,1.0
2016-10-01,2016-10-01,C1745,AS46000,1.0
2016-11-01,2016-11-01,C1745,AS46000,1.0
2016-12-01,2016-12-01,C1745,AS46000,1.0
2017-01-01,2017-01-01,C1745,AS46000,1.0
2017-02-01,2017-02-01,C1745,AS46000,1.0
2017-03-01,2017-03-01,C1745,AS46000,1.0
2017-04-01,2017-04-01,C1745,AS46000,1.0
2017-05-01,2017-05-01,C1745,AS46000,1.0
2017-06-01,2017-06-01,C1745,AS46000,1.0
2017-07-01,2017-07-01,C1745,AS46000,1.0
2017-08-01,2017-08-01,C1745,AS46000,1.0
2017-09-01,2017-09-01,C1745,AS46000,1.0
2017-10-01,2017-10-01,C1745,AS46000,1.0
2017-11-01,2017-11-01,C1745,AS46000,1.0
2017-12-01,2017-12-01,C1745,AS46000,1.0
2018-01-01,2018-01-01,C1745,AS46000,1.0
2018-02-01,2018-02-01,C1745,AS46000,1.0
2018-03-01,2018-03-01,C1745,AS46000,1.0
2018-04-01,2018-04-01,C1745,AS46000,1.0
2018-05-01,2018-05-01,C1745,AS46000,1.0
2018-06-01,2018-06-01,C1745,AS46000,1.0
2018-07-01,2018-07-01,C1745,AS46000,1.0
2018-08-01,2018-08-01,C1745,AS46000,1.0
2018-09-01,2018-09-01,C1745,AS46000,1.0
2016-01-01,2016-01-01,C2002,AS27000,1.0
2016-02-01,2016-02-01,C2002,AS27000,1.0
2016-03-01,2016-03-01,C2002,AS27000,1.0
2016-04-01,2016-04-01,C2002,AS27000,1.0
2016-05-01,2016-05-01,C2002,AS27000,1.0
2016-06-01,2016-06-01,C2002,AS27000,1.0
2016-07-01,2016-07-01,C2002,AS27000,1.0
2016-08-01,2016-08-01,C2002,AS27000,1.0
2016-09-01,2016-09-01,C2002,AS27000,1.0
2016-10-01,2016-10-01,C2002,AS27000,1.0
2016-11-01,2016-11-01,C2002,AS27000,1.0
2016-12-01,2016-12-01,C2002,AS27000,1.0
2017-01-01,2017-01-01,C2002,AS27000,50.0
2017-02-01,2017-02-01,C2002,AS27000,12.0
2017-03-01,2017-03-01,C2002,AS27000,13.0
2017-04-01,2017-04-01,C2002,AS27000,53.0
2017-05-01,2017-05-01,C2002,AS27000,28.0
2017-06-01,2017-06-01,C2002,AS27000,27.0
2017-07-01,2017-07-01,C2002,AS27000,1.0
2017-08-01,2017-08-01,C2002,AS27000,19.0
2017-09-01,2017-09-01,C2002,AS27000,40.0
2017-10-01,2017-10-01,C2002,AS27000,40.0
2017-11-01,2017-11-01,C2002,AS27000,43.0
2017-12-01,2017-12-01,C2002,AS27000,33.0
2018-01-01,2018-01-01,C2002,AS27000,7.0
2018-02-01,2018-02-01,C2002,AS27000,14.0
2018-03-01,2018-03-01,C2002,AS27000,34.0
2018-04-01,2018-04-01,C2002,AS27000,10.0
2018-05-01,2018-05-01,C2002,AS27000,19.0
2018-06-01,2018-06-01,C2002,AS27000,22.0
2018-07-01,2018-07-01,C2002,AS27000,14.0
2018-08-01,2018-08-01,C2002,AS27000,15.0
2018-09-01,2018-09-01,C2002,AS27000,10.0
2016-01-01,2016-01-01,C2002,AS27132,1.0
2016-02-01,2016-02-01,C2002,AS27132,1.0
2016-03-01,2016-03-01,C2002,AS27132,1.0
2016-04-01,2016-04-01,C2002,AS27132,1.0
2016-05-01,2016-05-01,C2002,AS27132,1.0
2016-06-01,2016-06-01,C2002,AS27132,1.0
2016-07-01,2016-07-01,C2002,AS27132,1.0
2016-08-01,2016-08-01,C2002,AS27132,1.0
2016-09-01,2016-09-01,C2002,AS27132,1.0
2016-10-01,2016-10-01,C2002,AS27132,1.0
2016-11-01,2016-11-01,C2002,AS27132,1.0
2016-12-01,2016-12-01,C2002,AS27132,1.0
2017-01-01,2017-01-01,C2002,AS27132,5.0
2017-02-01,2017-02-01,C2002,AS27132,4.0
2017-03-01,2017-03-01,C2002,AS27132,12.0
2017-04-01,2017-04-01,C2002,AS27132,8.0
2017-05-01,2017-05-01,C2002,AS27132,1.0
2017-06-01,2017-06-01,C2002,AS27132,9.0
2017-07-01,2017-07-01,C2002,AS27132,4.0
2017-08-01,2017-08-01,C2002,AS27132,4.0
2017-09-01,2017-09-01,C2002,AS27132,1.0
2017-10-01,2017-10-01,C2002,AS27132,1.0
2017-11-01,2017-11-01,C2002,AS27132,1.0
2017-12-01,2017-12-01,C2002,AS27132,18.0
2018-01-01,2018-01-01,C2002,AS27132,3.0
2018-02-01,2018-02-01,C2002,AS27132,1.0
2018-03-01,2018-03-01,C2002,AS27132,3.0
2018-04-01,2018-04-01,C2002,AS27132,1.0
2018-05-01,2018-05-01,C2002,AS27132,1.0
2018-06-01,2018-06-01,C2002,AS27132,3.0
2018-07-01,2018-07-01,C2002,AS27132,1.0
2018-08-01,2018-08-01,C2002,AS27132,1.0
2018-09-01,2018-09-01,C2002,AS27132,1.0
2016-01-01,2016-01-01,C2002,AS27133,1.0
2016-02-01,2016-02-01,C2002,AS27133,1.0
2016-03-01,2016-03-01,C2002,AS27133,1.0
2016-04-01,2016-04-01,C2002,AS27133,1.0
2016-05-01,2016-05-01,C2002,AS27133,1.0
2016-06-01,2016-06-01,C2002,AS27133,1.0
2016-07-01,2016-07-01,C2002,AS27133,1.0
2016-08-01,2016-08-01,C2002,AS27133,1.0
2016-09-01,2016-09-01,C2002,AS27133,1.0
2016-10-01,2016-10-01,C2002,AS27133,1.0
2016-11-01,2016-11-01,C2002,AS27133,1.0
2016-12-01,2016-12-01,C2002,AS27133,1.0
2017-01-01,2017-01-01,C2002,AS27133,31.0
2017-02-01,2017-02-01,C2002,AS27133,1.0
2017-03-01,2017-03-01,C2002,AS27133,6.0
2017-04-01,2017-04-01,C2002,AS27133,52.0
2017-05-01,2017-05-01,C2002,AS27133,20.0
2017-06-01,2017-06-01,C2002,AS27133,1.0
2017-07-01,2017-07-01,C2002,AS27133,1.0
2017-08-01,2017-08-01,C2002,AS27133,1.0
2017-09-01,2017-09-01,C2002,AS27133,1.0
2017-10-01,2017-10-01,C2002,AS27133,1.0
2017-11-01,2017-11-01,C2002,AS27133,1.0
2017-12-01,2017-12-01,C2002,AS27133,1.0
2018-01-01,2018-01-01,C2002,AS27133,87.0
2018-02-01,2018-02-01,C2002,AS27133,1.0
2018-03-01,2018-03-01,C2002,AS27133,15.0
2018-04-01,2018-04-01,C2002,AS27133,1.0
2018-05-01,2018-05-01,C2002,AS27133,1.0
2018-06-01,2018-06-01,C2002,AS27133,1.0
2018-07-01,2018-07-01,C2002,AS27133,1.0
2018-08-01,2018-08-01,C2002,AS27133,17.0
2018-09-01,2018-09-01,C2002,AS27133,1.0
2016-01-01,2016-01-01,C2002,AS27137,1.0
2016-02-01,2016-02-01,C2002,AS27137,1.0
2016-03-01,2016-03-01,C2002,AS27137,1.0
2016-04-01,2016-04-01,C2002,AS27137,1.0
2016-05-01,2016-05-01,C2002,AS27137,1.0
2016-06-01,2016-06-01,C2002,AS27137,1.0
2016-07-01,2016-07-01,C2002,AS27137,1.0
2016-08-01,2016-08-01,C2002,AS27137,1.0
2016-09-01,2016-09-01,C2002,AS27137,1.0
2016-10-01,2016-10-01,C2002,AS27137,1.0
2016-11-01,2016-11-01,C2002,AS27137,1.0
2016-12-01,2016-12-01,C2002,AS27137,1.0
2017-01-01,2017-01-01,C2002,AS27137,1.0
2017-02-01,2017-02-01,C2002,AS27137,1.0
2017-03-01,2017-03-01,C2002,AS27137,1.0
2017-04-01,2017-04-01,C2002,AS27137,2.0
2017-05-01,2017-05-01,C2002,AS27137,1.0
2017-06-01,2017-06-01,C2002,AS27137,3.0
2017-07-01,2017-07-01,C2002,AS27137,1.0
2017-08-01,2017-08-01,C2002,AS27137,2.0
2017-09-01,2017-09-01,C2002,AS27137,2.0
2017-10-01,2017-10-01,C2002,AS27137,1.0
2017-11-01,2017-11-01,C2002,AS27137,8.0
2017-12-01,2017-12-01,C2002,AS27137,27.0
2018-01-01,2018-01-01,C2002,AS27137,17.0
2018-02-01,2018-02-01,C2002,AS27137,15.0
2018-03-01,2018-03-01,C2002,AS27137,6.0
2018-04-01,2018-04-01,C2002,AS27137,13.0
2018-05-01,2018-05-01,C2002,AS27137,1.0
2018-06-01,2018-06-01,C2002,AS27137,12.0
2018-07-01,2018-07-01,C2002,AS27137,1.0
2018-08-01,2018-08-01,C2002,AS27137,1.0
2018-09-01,2018-09-01,C2002,AS27137,1.0
2016-01-01,2016-01-01,C2002,AS27138,1.0
2016-02-01,2016-02-01,C2002,AS27138,1.0
2016-03-01,2016-03-01,C2002,AS27138,1.0
2016-04-01,2016-04-01,C2002,AS27138,1.0
2016-05-01,2016-05-01,C2002,AS27138,1.0
2016-06-01,2016-06-01,C2002,AS27138,1.0
2016-07-01,2016-07-01,C2002,AS27138,1.0
2016-08-01,2016-08-01,C2002,AS27138,1.0
2016-09-01,2016-09-01,C2002,AS27138,1.0
2016-10-01,2016-10-01,C2002,AS27138,1.0
2016-11-01,2016-11-01,C2002,AS27138,1.0
2016-12-01,2016-12-01,C2002,AS27138,1.0
2017-01-01,2017-01-01,C2002,AS27138,19.0
2017-02-01,2017-02-01,C2002,AS27138,11.0
2017-03-01,2017-03-01,C2002,AS27138,18.0
2017-04-01,2017-04-01,C2002,AS27138,19.0
2017-05-01,2017-05-01,C2002,AS27138,1.0
2017-06-01,2017-06-01,C2002,AS27138,5.0
2017-07-01,2017-07-01,C2002,AS27138,1.0
2017-08-01,2017-08-01,C2002,AS27138,1.0
2017-09-01,2017-09-01,C2002,AS27138,1.0
2017-10-01,2017-10-01,C2002,AS27138,2.0
2017-11-01,2017-11-01,C2002,AS27138,1.0
2017-12-01,2017-12-01,C2002,AS27138,1.0
2018-01-01,2018-01-01,C2002,AS27138,1.0
2018-02-01,2018-02-01,C2002,AS27138,1.0
2018-03-01,2018-03-01,C2002,AS27138,11.0
2018-04-01,2018-04-01,C2002,AS27138,26.0
2018-05-01,2018-05-01,C2002,AS27138,11.0
2018-06-01,2018-06-01,C2002,AS27138,40.0
2018-07-01,2018-07-01,C2002,AS27138,1.0
2018-08-01,2018-08-01,C2002,AS27138,8.0
2018-09-01,2018-09-01,C2002,AS27138,11.0
2016-01-01,2016-01-01,C2002,AS42018,1.0
2016-02-01,2016-02-01,C2002,AS42018,1.0
2016-03-01,2016-03-01,C2002,AS42018,1.0
2016-04-01,2016-04-01,C2002,AS42018,1.0
2016-05-01,2016-05-01,C2002,AS42018,1.0
2016-06-01,2016-06-01,C2002,AS42018,1.0
2016-07-01,2016-07-01,C2002,AS42018,1.0
2016-08-01,2016-08-01,C2002,AS42018,1.0
2016-09-01,2016-09-01,C2002,AS42018,1.0
2016-10-01,2016-10-01,C2002,AS42018,1.0
2016-11-01,2016-11-01,C2002,AS42018,1.0
2016-12-01,2016-12-01,C2002,AS42018,1.0
2017-01-01,2017-01-01,C2002,AS42018,1.0
2017-02-01,2017-02-01,C2002,AS42018,1.0
2017-03-01,2017-03-01,C2002,AS42018,1.0
2017-04-01,2017-04-01,C2002,AS42018,1.0
2017-05-01,2017-05-01,C2002,AS42018,1.0
2017-06-01,2017-06-01,C2002,AS42018,1.0
2017-07-01,2017-07-01,C2002,AS42018,1.0
2017-08-01,2017-08-01,C2002,AS42018,1.0
2017-09-01,2017-09-01,C2002,AS42018,1.0
2017-10-01,2017-10-01,C2002,AS42018,1.0
2017-11-01,2017-11-01,C2002,AS42018,1.0
2017-12-01,2017-12-01,C2002,AS42018,1.0
2018-01-01,2018-01-01,C2002,AS42018,1.0
2018-02-01,2018-02-01,C2002,AS42018,1.0
2018-03-01,2018-03-01,C2002,AS42018,1.0
2018-04-01,2018-04-01,C2002,AS42018,1.0
2018-05-01,2018-05-01,C2002,AS42018,1.0
2018-06-01,2018-06-01,C2002,AS42018,1.0
2018-07-01,2018-07-01,C2002,AS42018,1.0
2018-08-01,2018-08-01,C2002,AS42018,1.0
2018-09-01,2018-09-01,C2002,AS42018,1.0
2016-01-01,2016-01-01,C2002,AS46000,1.0
2016-02-01,2016-02-01,C2002,AS46000,1.0
2016-03-01,2016-03-01,C2002,AS46000,1.0
2016-04-01,2016-04-01,C2002,AS46000,1.0
2016-05-01,2016-05-01,C2002,AS46000,1.0
2016-06-01,2016-06-01,C2002,AS46000,1.0
2016-07-01,2016-07-01,C2002,AS46000,1.0
2016-08-01,2016-08-01,C2002,AS46000,1.0
2016-09-01,2016-09-01,C2002,AS46000,1.0
2016-10-01,2016-10-01,C2002,AS46000,1.0
2016-11-01,2016-11-01,C2002,AS46000,1.0
2016-12-01,2016-12-01,C2002,AS46000,1.0
2017-01-01,2017-01-01,C2002,AS46000,1.0
2017-02-01,2017-02-01,C2002,AS46000,1.0
2017-03-01,2017-03-01,C2002,AS46000,1.0
2017-04-01,2017-04-01,C2002,AS46000,1.0
2017-05-01,2017-05-01,C2002,AS46000,1.0
2017-06-01,2017-06-01,C2002,AS46000,1.0
2017-07-01,2017-07-01,C2002,AS46000,1.0
2017-08-01,2017-08-01,C2002,AS46000,1.0
2017-09-01,2017-09-01,C2002,AS46000,1.0
2017-10-01,2017-10-01,C2002,AS46000,1.0
2017-11-01,2017-11-01,C2002,AS46000,1.0
2017-12-01,2017-12-01,C2002,AS46000,1.0
2018-01-01,2018-01-01,C2002,AS46000,1.0
2018-02-01,2018-02-01,C2002,AS46000,1.0
2018-03-01,2018-03-01,C2002,AS46000,1.0
2018-04-01,2018-04-01,C2002,AS46000,1.0
2018-05-01,2018-05-01,C2002,AS46000,1.0
2018-06-01,2018-06-01,C2002,AS46000,1.0
2018-07-01,2018-07-01,C2002,AS46000,1.0
2018-08-01,2018-08-01,C2002,AS46000,1.0
2018-09-01,2018-09-01,C2002,AS46000,1.0
2016-01-01,2016-01-01,C2003,AS27000,1.0
2016-02-01,2016-02-01,C2003,AS27000,1.0
2016-03-01,2016-03-01,C2003,AS27000,1.0
2016-04-01,2016-04-01,C2003,AS27000,1.0
2016-05-01,2016-05-01,C2003,AS27000,1.0
2016-06-01,2016-06-01,C2003,AS27000,1.0
2016-07-01,2016-07-01,C2003,AS27000,1.0
2016-08-01,2016-08-01,C2003,AS27000,44.0
2016-09-01,2016-09-01,C2003,AS27000,38.0
2016-10-01,2016-10-01,C2003,AS27000,1.0
2016-11-01,2016-11-01,C2003,AS27000,1.0
2016-12-01,2016-12-01,C2003,AS27000,1.0
2017-01-01,2017-01-01,C2003,AS27000,1.0
2017-02-01,2017-02-01,C2003,AS27000,1.0
2017-03-01,2017-03-01,C2003,AS27000,1.0
2017-04-01,2017-04-01,C2003,AS27000,1.0
2017-05-01,2017-05-01,C2003,AS27000,1.0
2017-06-01,2017-06-01,C2003,AS27000,1.0
2017-07-01,2017-07-01,C2003,AS27000,1.0
2017-08-01,2017-08-01,C2003,AS27000,1.0
2017-09-01,2017-09-01,C2003,AS27000,1.0
2017-10-01,2017-10-01,C2003,AS27000,1.0
2017-11-01,2017-11-01,C2003,AS27000,31.0
2017-12-01,2017-12-01,C2003,AS27000,19.0
2018-01-01,2018-01-01,C2003,AS27000,1.0
2018-02-01,2018-02-01,C2003,AS27000,50.0
2018-03-01,2018-03-01,C2003,AS27000,35.0
2018-04-01,2018-04-01,C2003,AS27000,36.0
2018-05-01,2018-05-01,C2003,AS27000,26.0
2018-06-01,2018-06-01,C2003,AS27000,18.0
2018-07-01,2018-07-01,C2003,AS27000,51.0
2018-08-01,2018-08-01,C2003,AS27000,31.0
2018-09-01,2018-09-01,C2003,AS27000,16.0
2016-01-01,2016-01-01,C2003,AS27132,31.0
2016-02-01,2016-02-01,C2003,AS27132,39.0
2016-03-01,2016-03-01,C2003,AS27132,38.0
2016-04-01,2016-04-01,C2003,AS27132,44.0
2016-05-01,2016-05-01,C2003,AS27132,1.0
2016-06-01,2016-06-01,C2003,AS27132,25.0
2016-07-01,2016-07-01,C2003,AS27132,1.0
2016-08-01,2016-08-01,C2003,AS27132,1.0
2016-09-01,2016-09-01,C2003,AS27132,61.0
2016-10-01,2016-10-01,C2003,AS27132,16.0
2016-11-01,2016-11-01,C2003,AS27132,10.0
2016-12-01,2016-12-01,C2003,AS27132,1.0
2017-01-01,2017-01-01,C2003,AS27132,1.0
2017-02-01,2017-02-01,C2003,AS27132,14.0
2017-03-01,2017-03-01,C2003,AS27132,1.0
2017-04-01,2017-04-01,C2003,AS27132,31.0
2017-05-01,2017-05-01,C2003,AS27132,1.0
2017-06-01,2017-06-01,C2003,AS27132,24.0
2017-07-01,2017-07-01,C2003,AS27132,1.0
2017-08-01,2017-08-01,C2003,AS27132,1.0
2017-09-01,2017-09-01,C2003,AS27132,1.0
2017-10-01,2017-10-01,C2003,AS27132,1.0
2017-11-01,2017-11-01,C2003,AS27132,28.0
2017-12-01,2017-12-01,C2003,AS27132,34.0
2018-01-01,2018-01-01,C2003,AS27132,1.0
2018-02-01,2018-02-01,C2003,AS27132,31.0
2018-03-01,2018-03-01,C2003,AS27132,7.0
2018-04-01,2018-04-01,C2003,AS27132,73.0
2018-05-01,2018-05-01,C2003,AS27132,21.0
2018-06-01,2018-06-01,C2003,AS27132,19.0
2018-07-01,2018-07-01,C2003,AS27132,32.0
2018-08-01,2018-08-01,C2003,AS27132,28.0
2018-09-01,2018-09-01,C2003,AS27132,1.0
2016-01-01,2016-01-01,C2003,AS27133,34.0
2016-02-01,2016-02-01,C2003,AS27133,43.0
2016-03-01,2016-03-01,C2003,AS27133,35.0
2016-04-01,2016-04-01,C2003,AS27133,40.0
2016-05-01,2016-05-01,C2003,AS27133,31.0
2016-06-01,2016-06-01,C2003,AS27133,72.0
2016-07-01,2016-07-01,C2003,AS27133,42.0
2016-08-01,2016-08-01,C2003,AS27133,21.0
2016-09-01,2016-09-01,C2003,AS27133,40.0
2016-10-01,2016-10-01,C2003,AS27133,13.0
2016-11-01,2016-11-01,C2003,AS27133,27.0
2016-12-01,2016-12-01,C2003,AS27133,1.0
2017-01-01,2017-01-01,C2003,AS27133,1.0
2017-02-01,2017-02-01,C2003,AS27133,1.0
2017-03-01,2017-03-01,C2003,AS27133,1.0
2017-04-01,2017-04-01,C2003,AS27133,53.0
2017-05-01,2017-05-01,C2003,AS27133,1.0
2017-06-01,2017-06-01,C2003,AS27133,1.0
2017-07-01,2017-07-01,C2003,AS27133,1.0
2017-08-01,2017-08-01,C2003,AS27133,1.0
2017-09-01,2017-09-01,C2003,AS27133,1.0
2017-10-01,2017-10-01,C2003,AS27133,1.0
2017-11-01,2017-11-01,C2003,AS27133,1.0
2017-12-01,2017-12-01,C2003,AS27133,7.0
2018-01-01,2018-01-01,C2003,AS27133,1.0
2018-02-01,2018-02-01,C2003,AS27133,14.0
2018-03-01,2018-03-01,C2003,AS27133,29.0
2018-04-01,2018-04-01,C2003,AS27133,2.0
2018-05-01,2018-05-01,C2003,AS27133,1.0
2018-06-01,2018-06-01,C2003,AS27133,1.0
2018-07-01,2018-07-01,C2003,AS27133,46.0
2018-08-01,2018-08-01,C2003,AS27133,40.0
2018-09-01,2018-09-01,C2003,AS27133,16.0
2016-01-01,2016-01-01,C2003,AS27137,31.0
2016-02-01,2016-02-01,C2003,AS27137,23.0
2016-03-01,2016-03-01,C2003,AS27137,71.0
2016-04-01,2016-04-01,C2003,AS27137,9.0
2016-05-01,2016-05-01,C2003,AS27137,20.0
2016-06-01,2016-06-01,C2003,AS27137,22.0
2016-07-01,2016-07-01,C2003,AS27137,25.0
2016-08-01,2016-08-01,C2003,AS27137,27.0
2016-09-01,2016-09-01,C2003,AS27137,11.0
2016-10-01,2016-10-01,C2003,AS27137,1.0
2016-11-01,2016-11-01,C2003,AS27137,1.0
2016-12-01,2016-12-01,C2003,AS27137,1.0
2017-01-01,2017-01-01,C2003,AS27137,1.0
2017-02-01,2017-02-01,C2003,AS27137,1.0
2017-03-01,2017-03-01,C2003,AS27137,1.0
2017-04-01,2017-04-01,C2003,AS27137,1.0
2017-05-01,2017-05-01,C2003,AS27137,1.0
2017-06-01,2017-06-01,C2003,AS27137,1.0
2017-07-01,2017-07-01,C2003,AS27137,1.0
2017-08-01,2017-08-01,C2003,AS27137,1.0
2017-09-01,2017-09-01,C2003,AS27137,1.0
2017-10-01,2017-10-01,C2003,AS27137,1.0
2017-11-01,2017-11-01,C2003,AS27137,5.0
2017-12-01,2017-12-01,C2003,AS27137,17.0
2018-01-01,2018-01-01,C2003,AS27137,1.0
2018-02-01,2018-02-01,C2003,AS27137,11.0
2018-03-01,2018-03-01,C2003,AS27137,18.0
2018-04-01,2018-04-01,C2003,AS27137,96.0
2018-05-01,2018-05-01,C2003,AS27137,6.0
2018-06-01,2018-06-01,C2003,AS27137,9.0
2018-07-01,2018-07-01,C2003,AS27137,11.0
2018-08-01,2018-08-01,C2003,AS27137,17.0
2018-09-01,2018-09-01,C2003,AS27137,7.0
2016-01-01,2016-01-01,C2003,AS27138,1.0
2016-02-01,2016-02-01,C2003,AS27138,1.0
2016-03-01,2016-03-01,C2003,AS27138,1.0
2016-04-01,2016-04-01,C2003,AS27138,1.0
2016-05-01,2016-05-01,C2003,AS27138,1.0
2016-06-01,2016-06-01,C2003,AS27138,1.0
2016-07-01,2016-07-01,C2003,AS27138,1.0
2016-08-01,2016-08-01,C2003,AS27138,1.0
2016-09-01,2016-09-01,C2003,AS27138,1.0
2016-10-01,2016-10-01,C2003,AS27138,1.0
2016-11-01,2016-11-01,C2003,AS27138,1.0
2016-12-01,2016-12-01,C2003,AS27138,1.0
2017-01-01,2017-01-01,C2003,AS27138,1.0
2017-02-01,2017-02-01,C2003,AS27138,1.0
2017-03-01,2017-03-01,C2003,AS27138,1.0
2017-04-01,2017-04-01,C2003,AS27138,1.0
2017-05-01,2017-05-01,C2003,AS27138,1.0
2017-06-01,2017-06-01,C2003,AS27138,1.0
2017-07-01,2017-07-01,C2003,AS27138,1.0
2017-08-01,2017-08-01,C2003,AS27138,1.0
2017-09-01,2017-09-01,C2003,AS27138,1.0
2017-10-01,2017-10-01,C2003,AS27138,1.0
2017-11-01,2017-11-01,C2003,AS27138,1.0
2017-12-01,2017-12-01,C2003,AS27138,1.0
2018-01-01,2018-01-01,C2003,AS27138,1.0
2018-02-01,2018-02-01,C2003,AS27138,6.0
2018-03-01,2018-03-01,C2003,AS27138,1.0
2018-04-01,2018-04-01,C2003,AS27138,1.0
2018-05-01,2018-05-01,C2003,AS27138,6.0
2018-06-01,2018-06-01,C2003,AS27138,1.0
2018-07-01,2018-07-01,C2003,AS27138,1.0
2018-08-01,2018-08-01,C2003,AS27138,1.0
2018-09-01,2018-09-01,C2003,AS27138,1.0
2016-01-01,2016-01-01,C2004,AS27000,1.0
2016-02-01,2016-02-01,C2004,AS27000,1.0
2016-03-01,2016-03-01,C2004,AS27000,1.0
2016-04-01,2016-04-01,C2004,AS27000,1.0
2016-05-01,2016-05-01,C2004,AS27000,1.0
2016-06-01,2016-06-01,C2004,AS27000,1.0
2016-07-01,2016-07-01,C2004,AS27000,1.0
2016-08-01,2016-08-01,C2004,AS27000,1.0
2016-09-01,2016-09-01,C2004,AS27000,1.0
2016-10-01,2016-10-01,C2004,AS27000,1.0
2016-11-01,2016-11-01,C2004,AS27000,1.0
2016-12-01,2016-12-01,C2004,AS27000,1.0
2017-01-01,2017-01-01,C2004,AS27000,1.0
2017-02-01,2017-02-01,C2004,AS27000,1.0
2017-03-01,2017-03-01,C2004,AS27000,51.0
2017-04-01,2017-04-01,C2004,AS27000,45.0
2017-05-01,2017-05-01,C2004,AS27000,58.0
2017-06-01,2017-06-01,C2004,AS27000,56.0
2017-07-01,2017-07-01,C2004,AS27000,65.0
2017-08-01,2017-08-01,C2004,AS27000,36.0
2017-09-01,2017-09-01,C2004,AS27000,55.0
2017-10-01,2017-10-01,C2004,AS27000,67.0
2017-11-01,2017-11-01,C2004,AS27000,52.0
2017-12-01,2017-12-01,C2004,AS27000,50.0
2018-01-01,2018-01-01,C2004,AS27000,73.0
2018-02-01,2018-02-01,C2004,AS27000,45.0
2018-03-01,2018-03-01,C2004,AS27000,68.0
2018-04-01,2018-04-01,C2004,AS27000,98.0
2018-05-01,2018-05-01,C2004,AS27000,64.0
2018-06-01,2018-06-01,C2004,AS27000,61.0
2018-07-01,2018-07-01,C2004,AS27000,75.0
2018-08-01,2018-08-01,C2004,AS27000,51.0
2018-09-01,2018-09-01,C2004,AS27000,65.0
2016-01-01,2016-01-01,C2004,AS27132,1.0
2016-02-01,2016-02-01,C2004,AS27132,1.0
2016-03-01,2016-03-01,C2004,AS27132,1.0
2016-04-01,2016-04-01,C2004,AS27132,1.0
2016-05-01,2016-05-01,C2004,AS27132,1.0
2016-06-01,2016-06-01,C2004,AS27132,1.0
2016-07-01,2016-07-01,C2004,AS27132,1.0
2016-08-01,2016-08-01,C2004,AS27132,1.0
2016-09-01,2016-09-01,C2004,AS27132,1.0
2016-10-01,2016-10-01,C2004,AS27132,1.0
2016-11-01,2016-11-01,C2004,AS27132,1.0
2016-12-01,2016-12-01,C2004,AS27132,1.0
2017-01-01,2017-01-01,C2004,AS27132,1.0
2017-02-01,2017-02-01,C2004,AS27132,1.0
2017-03-01,2017-03-01,C2004,AS27132,6.0
2017-04-01,2017-04-01,C2004,AS27132,6.0
2017-05-01,2017-05-01,C2004,AS27132,1.0
2017-06-01,2017-06-01,C2004,AS27132,5.0
2017-07-01,2017-07-01,C2004,AS27132,17.0
2017-08-01,2017-08-01,C2004,AS27132,5.0
2017-09-01,2017-09-01,C2004,AS27132,3.0
2017-10-01,2017-10-01,C2004,AS27132,3.0
2017-11-01,2017-11-01,C2004,AS27132,2.0
2017-12-01,2017-12-01,C2004,AS27132,1.0
2018-01-01,2018-01-01,C2004,AS27132,6.0
2018-02-01,2018-02-01,C2004,AS27132,5.0
2018-03-01,2018-03-01,C2004,AS27132,4.0
2018-04-01,2018-04-01,C2004,AS27132,5.0
2018-05-01,2018-05-01,C2004,AS27132,3.0
2018-06-01,2018-06-01,C2004,AS27132,4.0
2018-07-01,2018-07-01,C2004,AS27132,7.0
2018-08-01,2018-08-01,C2004,AS27132,3.0
2018-09-01,2018-09-01,C2004,AS27132,6.0
2016-01-01,2016-01-01,C2004,AS27133,1.0
2016-02-01,2016-02-01,C2004,AS27133,1.0
2016-03-01,2016-03-01,C2004,AS27133,1.0
2016-04-01,2016-04-01,C2004,AS27133,1.0
2016-05-01,2016-05-01,C2004,AS27133,1.0
2016-06-01,2016-06-01,C2004,AS27133,1.0
2016-07-01,2016-07-01,C2004,AS27133,1.0
2016-08-01,2016-08-01,C2004,AS27133,1.0
2016-09-01,2016-09-01,C2004,AS27133,1.0
2016-10-01,2016-10-01,C2004,AS27133,1.0
2016-11-01,2016-11-01,C2004,AS27133,1.0
2016-12-01,2016-12-01,C2004,AS27133,1.0
2017-01-01,2017-01-01,C2004,AS27133,1.0
2017-02-01,2017-02-01,C2004,AS27133,1.0
2017-03-01,2017-03-01,C2004,AS27133,35.0
2017-04-01,2017-04-01,C2004,AS27133,86.0
2017-05-01,2017-05-01,C2004,AS27133,68.0
2017-06-01,2017-06-01,C2004,AS27133,50.0
2017-07-01,2017-07-01,C2004,AS27133,1.0
2017-08-01,2017-08-01,C2004,AS27133,1.0
2017-09-01,2017-09-01,C2004,AS27133,1.0
